community_area,year,homicide_count,homicide_arrests,homicide_domestic,shooting_count,shooting_arrests,shooting_domestic,pop_total,pop_age_0_17,pop_age_18_29,pop_age_30_39,pop_age_40_49,pop_age_50_59,pop_age_60_69,business_license_count,unique_business_types,pct_housing_crowded,pct_below_poverty,pct_unemployed,pct_without_hs_diploma,per_capita_income,hardship_index,homicide_arrest_rate,shooting_arrest_rate,homicides_per_10k,shootings_per_10k
38,2012,8.0,4.0,2.0,186.0,48.0,3.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.5,0.25806451612903225,2.317564239983777,53.88336857962282
38,2013,7.0,6.0,1.0,183.0,46.0,10.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.8571428571428571,0.25136612021857924,2.027868709985805,53.0142819896289
38,2014,9.0,6.0,3.0,197.0,49.0,9.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.6666666666666666,0.24873096446700507,2.607259769981749,57.07001940960051
38,2015,7.0,3.0,1.0,186.0,38.0,6.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.42857142857142855,0.20430107526881722,2.027868709985805,53.88336857962282
38,2016,9.0,5.0,0.0,237.0,52.0,18.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.5555555555555556,0.21940928270042195,2.607259769981749,68.6578406095194
38,2017,9.0,1.0,0.0,233.0,66.0,17.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.1111111111111111,0.2832618025751073,2.607259769981749,67.4990584895275
38,2018,11.0,5.0,0.0,199.0,35.0,20.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.45454545454545453,0.17587939698492464,3.1866508299776934,57.649410469596454
38,2019,5.0,1.0,0.0,184.0,45.0,13.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.2,0.24456521739130435,1.4484776499898606,53.30397751962687
38,2020,6.0,6.0,1.0,246.0,67.0,21.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,1.0,0.27235772357723576,1.7381731799878328,71.26510037950115
38,2021,16.0,6.0,3.0,296.0,66.0,32.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.375,0.22297297297297297,4.635128479967554,85.74987687939975
38,2022,13.0,5.0,2.0,330.0,107.0,23.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,0.0,0.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.38461538461538464,0.3242424242424242,3.766041889973638,95.5995248993308
38,2023,5.0,3.0,1.0,365.0,119.0,41.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,61.0,8.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.6,0.32602739726027397,1.4484776499898606,105.73886844925983
38,2024,7.0,2.0,1.0,319.0,99.0,37.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,133.0,16.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.2857142857142857,0.3103448275862069,2.027868709985805,92.41287406935311
38,2025,1.0,0.0,0.0,170.0,86.0,24.0,34519.0,8652.0,5294.0,4731.0,4096.0,4416.0,3959.0,104.0,18.0,3.3,29.300000000000004,24.300000000000004,15.900000000000002,23472.0,57.0,0.0,0.5058823529411764,0.2896955299979721,49.24824009965526
39,2012,3.0,2.0,1.0,77.0,15.0,2.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.6666666666666666,0.19480519480519481,0.7182704048650849,18.435607058203846
39,2013,1.0,1.0,0.0,47.0,17.0,2.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,1.0,0.3617021276595745,0.23942346828836164,11.252903009552996
39,2014,1.0,1.0,0.0,77.0,17.0,2.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,1.0,0.22077922077922077,0.23942346828836164,18.435607058203846
39,2015,5.0,2.0,0.0,98.0,24.0,4.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.4,0.24489795918367346,1.1971173414418081,23.46349989225944
39,2016,3.0,3.0,3.0,78.0,7.0,4.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,1.0,0.08974358974358974,0.7182704048650849,18.675030526492208
39,2017,4.0,3.0,0.0,89.0,13.0,7.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.75,0.14606741573033707,0.9576938731534466,21.308688677664183
39,2018,1.0,0.0,0.0,57.0,5.0,3.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.0,0.08771929824561403,0.23942346828836164,13.647137692436612
39,2019,1.0,1.0,0.0,61.0,16.0,4.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,1.0,0.26229508196721313,0.23942346828836164,14.60483156559006
39,2020,0.0,0.0,0.0,63.0,9.0,8.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.0,0.14285714285714285,0.0,15.083678502166782
39,2021,2.0,2.0,0.0,87.0,14.0,8.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,1.0,0.16091954022988506,0.4788469365767233,20.82984174108746
39,2022,8.0,3.0,1.0,110.0,20.0,18.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.375,0.18181818181818182,1.9153877463068931,26.33658151171978
39,2023,3.0,2.0,1.0,134.0,22.0,8.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,20.0,7.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.6666666666666666,0.16417910447761194,0.7182704048650849,32.08274475064046
39,2024,2.0,0.0,0.0,104.0,21.0,9.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,60.0,11.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.0,0.20192307692307693,0.4788469365767233,24.90004070198961
39,2025,0.0,0.0,0.0,62.0,22.0,11.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,49.0,13.0,2.4,21.7,15.7,11.3,35911.0,26.0,0.0,0.3548387096774194,0.0,14.84425503387842
40,2012,13.0,5.0,1.0,182.0,71.0,8.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.38461538461538464,0.3901098901098901,3.1125050877487013,43.57507122848181
40,2013,2.0,1.0,0.0,179.0,57.0,7.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.5,0.31843575418994413,0.4788469365767233,42.85680082361673
40,2014,4.0,1.0,1.0,170.0,44.0,9.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.25,0.25882352941176473,0.9576938731534466,40.701989609021474
40,2015,4.0,2.0,0.0,165.0,47.0,9.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.5,0.28484848484848485,0.9576938731534466,39.504872267579664
40,2016,11.0,5.0,0.0,207.0,49.0,16.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.45454545454545453,0.23671497584541062,2.633658151171978,49.560657935690855
40,2017,12.0,5.0,1.0,226.0,53.0,23.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.4166666666666667,0.2345132743362832,2.8730816194603395,54.10970383316973
40,2018,11.0,4.0,1.0,196.0,64.0,12.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.36363636363636365,0.32653061224489793,2.633658151171978,46.92699978451888
40,2019,11.0,5.0,2.0,159.0,48.0,15.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.45454545454545453,0.3018867924528302,2.633658151171978,38.0683314578495
40,2020,13.0,8.0,2.0,183.0,53.0,17.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.6153846153846154,0.2896174863387978,3.1125050877487013,43.814494696770176
40,2021,9.0,0.0,0.0,240.0,56.0,26.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.0,0.23333333333333334,2.1548112145952545,57.461632389206784
40,2022,5.0,2.0,0.0,249.0,87.0,38.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.4,0.3493975903614458,1.1971173414418081,59.61644360380204
40,2023,10.0,3.0,3.0,282.0,101.0,29.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,24.0,10.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.3,0.35815602836879434,2.3942346828836163,67.51741805731798
40,2024,10.0,2.0,0.0,277.0,98.0,35.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,44.0,11.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.2,0.35379061371841153,2.3942346828836163,66.32030071587617
40,2025,3.0,1.0,0.0,143.0,59.0,23.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,38.0,14.0,5.6,42.1,28.6,25.4,13785.0,88.0,0.3333333333333333,0.4125874125874126,0.7182704048650849,34.237555965235714
41,2012,0.0,0.0,0.0,46.0,13.0,2.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.2826086956521739,0.0,11.013479541264635
41,2013,2.0,2.0,0.0,31.0,6.0,0.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,1.0,0.1935483870967742,0.4788469365767233,7.42212751693921
41,2014,3.0,3.0,1.0,39.0,6.0,0.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,1.0,0.15384615384615385,0.7182704048650849,9.337515263246104
41,2015,0.0,0.0,0.0,42.0,3.0,1.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.07142857142857142,0.0,10.05578566811119
41,2016,2.0,1.0,1.0,52.0,8.0,2.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.5,0.15384615384615385,0.4788469365767233,12.450020350994805
41,2017,1.0,0.0,0.0,56.0,6.0,1.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.10714285714285714,0.23942346828836164,13.40771422414825
41,2018,4.0,3.0,1.0,45.0,6.0,4.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.75,0.13333333333333333,0.9576938731534466,10.774056072976274
41,2019,0.0,0.0,0.0,67.0,15.0,4.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.22388059701492538,0.0,16.04137237532023
41,2020,0.0,0.0,0.0,63.0,12.0,0.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.19047619047619047,0.0,15.083678502166782
41,2021,5.0,4.0,1.0,96.0,16.0,8.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.8,0.16666666666666666,1.1971173414418081,22.984652955682716
41,2022,1.0,0.0,0.0,116.0,8.0,11.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,0.0,0.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.06896551724137931,0.23942346828836164,27.773122321449947
41,2023,1.0,0.0,0.0,124.0,14.0,3.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,122.0,15.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.11290322580645161,0.23942346828836164,29.68851006775684
41,2024,2.0,0.0,0.0,120.0,22.0,5.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,224.0,21.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.18333333333333332,0.4788469365767233,28.730816194603392
41,2025,0.0,0.0,0.0,56.0,21.0,3.0,41767.0,6101.0,11172.0,6657.0,4594.0,4703.0,4983.0,113.0,14.0,1.5,18.4,8.4,4.3,39056.0,14.0,0.0,0.375,0.0,13.40771422414825
42,2012,20.0,8.0,2.0,329.0,105.0,12.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.4,0.3191489361702128,4.03926162297532,66.44585369794402
42,2013,8.0,5.0,0.0,247.0,80.0,5.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.625,0.32388663967611336,1.6157046491901281,49.8848810437452
42,2014,4.0,4.0,1.0,225.0,83.0,12.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,1.0,0.3688888888888889,0.8078523245950641,45.441693258472355
42,2015,8.0,3.0,2.0,248.0,93.0,16.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.375,0.375,1.6157046491901281,50.08684412489397
42,2016,9.0,5.0,1.0,254.0,65.0,13.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.5555555555555556,0.2559055118110236,1.817667730338894,51.29862261178656
42,2017,14.0,9.0,0.0,262.0,94.0,21.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.6428571428571429,0.35877862595419846,2.827483136082724,52.91432726097669
42,2018,13.0,6.0,3.0,269.0,96.0,28.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.46153846153846156,0.35687732342007433,2.625520054933958,54.32806882901806
42,2019,8.0,6.0,2.0,243.0,99.0,23.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.75,0.4074074074074074,1.6157046491901281,49.07702871915014
42,2020,8.0,1.0,0.0,320.0,103.0,29.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.125,0.321875,1.6157046491901281,64.62818596760512
42,2021,18.0,4.0,1.0,348.0,97.0,34.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.2222222222222222,0.27873563218390807,3.635335460677788,70.28315223977057
42,2022,14.0,6.0,1.0,346.0,114.0,41.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,0.0,0.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.42857142857142855,0.32947976878612717,2.827483136082724,69.87922607747304
42,2023,10.0,2.0,1.0,376.0,138.0,24.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,95.0,13.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.2,0.3670212765957447,2.01963081148766,75.93811851193601
42,2024,13.0,7.0,2.0,407.0,147.0,39.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,100.0,15.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.5384615384615384,0.36117936117936117,2.625520054933958,82.19897402754776
42,2025,1.0,0.0,1.0,198.0,99.0,24.0,49514.0,11594.0,12076.0,5686.0,5685.0,5273.0,5224.0,75.0,12.0,2.9,30.7,23.4,16.5,18672.0,58.0,0.0,0.5,0.20196308114876602,39.98869006745567
43,2012,19.0,8.0,0.0,617.0,164.0,35.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.42105263157894735,0.26580226904376014,3.8796888081187593,125.98778918996182
43,2013,28.0,13.0,2.0,448.0,135.0,27.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.4642857142857143,0.3013392857142857,5.717436138280277,91.47897821248444
43,2014,15.0,6.0,2.0,449.0,140.0,31.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.4,0.311804008908686,3.062912216935863,91.68317236028015
43,2015,18.0,7.0,3.0,394.0,111.0,32.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.3888888888888889,0.2817258883248731,3.675494660323035,80.45249423151532
43,2016,24.0,6.0,1.0,532.0,130.0,34.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.25,0.24436090225563908,4.900659547097381,108.63128662732527
43,2017,33.0,14.0,1.0,577.0,190.0,42.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.42424242424242425,0.3292894280762565,6.738406877258898,117.82002327813285
43,2018,26.0,10.0,4.0,525.0,221.0,52.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.38461538461538464,0.42095238095238097,5.309047842688828,107.2019275927552
43,2019,22.0,9.0,3.0,605.0,244.0,40.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.4090909090909091,0.4033057851239669,4.492271251505932,123.53745941641313
43,2020,41.0,14.0,3.0,685.0,219.0,80.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.34146341463414637,0.3197080291970803,8.37196005962469,139.87299124007106
43,2021,38.0,15.0,3.0,845.0,170.0,109.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.39473684210526316,0.20118343195266272,7.7593776162375185,172.54405488738692
43,2022,43.0,21.0,3.0,822.0,213.0,99.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,0.0,0.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.4883720930232558,0.2591240875912409,8.78034835521614,167.84758948808528
43,2023,28.0,14.0,6.0,837.0,215.0,91.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,78.0,13.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.5,0.25686977299880526,5.717436138280277,170.91050170502112
43,2024,33.0,15.0,7.0,856.0,219.0,107.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,239.0,17.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.45454545454545453,0.2558411214953271,6.738406877258898,174.7901905131399
43,2025,7.0,2.0,0.0,492.0,171.0,77.0,48973.0,10532.0,7859.0,7993.0,5542.0,5755.0,6692.0,101.0,18.0,2.8,31.1,20.0,14.0,19398.0,55.0,0.2857142857142857,0.3475609756097561,1.4293590345700693,100.46352071549629
44,2012,15.0,4.0,0.0,439.0,131.0,19.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.26666666666666666,0.2984054669703872,2.362911737370237,69.15455018036893
44,2013,13.0,7.0,3.0,338.0,112.0,15.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5384615384615384,0.33136094674556216,2.047856839054205,53.24427781540933
44,2014,14.0,7.0,0.0,310.0,126.0,15.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5,0.4064516129032258,2.2053842882122208,48.833509238984895
44,2015,23.0,7.0,2.0,323.0,112.0,22.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.30434782608695654,0.34674922600619196,3.6231313306343633,50.88136607803909
44,2016,19.0,4.0,3.0,373.0,94.0,18.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.21052631578947367,0.2520107238605898,2.9930215340023,58.757738535939886
44,2017,14.0,5.0,1.0,398.0,139.0,39.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.35714285714285715,0.3492462311557789,2.2053842882122208,62.69592476489028
44,2018,16.0,6.0,2.0,422.0,163.0,24.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.375,0.3862559241706161,2.520439186528253,66.47658354468267
44,2019,12.0,6.0,0.0,484.0,209.0,40.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5,0.4318181818181818,1.8903293898961895,76.24328539247963
44,2020,31.0,16.0,4.0,549.0,237.0,63.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5161290322580645,0.43169398907103823,4.883350923898489,86.48256958775066
44,2021,27.0,7.0,1.0,566.0,193.0,62.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.25925925925925924,0.3409893992932862,4.253241127266426,89.16053622343694
44,2022,26.0,13.0,3.0,590.0,179.0,66.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,0.0,0.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5,0.30338983050847457,4.09571367810841,92.94119500322931
44,2023,32.0,12.0,0.0,684.0,207.0,55.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,83.0,10.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.375,0.3026315789473684,5.040878373056506,107.7487752240828
44,2024,24.0,14.0,2.0,549.0,154.0,67.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,253.0,19.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.5833333333333334,0.28051001821493626,3.780658779792379,86.48256958775066
44,2025,2.0,0.0,0.0,289.0,98.0,42.0,63481.0,13711.0,8621.0,8675.0,7304.0,9386.0,8234.0,91.0,13.0,3.3000000000000003,27.8,24.0,14.5,18881.0,60.0,0.0,0.3391003460207612,0.3150548983160316,45.52543280666656
45,2012,0.0,0.0,0.0,108.0,26.0,5.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.0,0.24074074074074073,0.0,16.747042131216176
45,2013,5.0,2.0,1.0,86.0,32.0,5.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.4,0.37209302325581395,0.7753260245933414,13.335607623005474
45,2014,1.0,1.0,0.0,93.0,29.0,3.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,1.0,0.3118279569892473,0.15506520491866832,14.421064057436151
45,2015,2.0,0.0,0.0,82.0,30.0,4.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.0,0.36585365853658536,0.31013040983733664,12.7153468033308
45,2016,6.0,1.0,1.0,103.0,36.0,7.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.16666666666666666,0.34951456310679613,0.9303912295120098,15.971716106622834
45,2017,4.0,0.0,0.0,90.0,26.0,4.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.0,0.28888888888888886,0.6202608196746733,13.955868442680147
45,2018,4.0,3.0,0.0,89.0,32.0,9.0,64489.0,13734.0,11638.0,7491.0,7593.0,9066.0,6930.0,0.0,0.0,1.4,17.2,21.1,10.6,24454.0,41.0,0.75,0.3595505617977528,0.6202608196746733,13.80080323776148
